Event Date,Event Name,Grant,Site Type,Total Trees Planted,Tree Species,Location Type,Street Address,Street Suffix,City,State,Zip,Latitude,Longitude
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
,,,,,,,,,,,,37.2606151,-121.911106
11/14/1994,Stipe Elementary School,Hwy. 85,Public School,5,"Lagerstroemia X fauriei 'Muskogee' 5
",Public School,5000 Lyng Dr,,San Jose,CA,95111,37.27202347,-121.8052861
,,,,,,,,,,,,37.27202347,-121.8052861
,,,,,,,,,,,,37.27202347,-121.8052861
,,,,,,,,,,,,37.27202347,-121.8052861
,,,,,,,,,,,,37.27202347,-121.8052861
04/22/1994,Noddin Elementary School,Hwy. 85,Public School,13,"Pyrus calleryana 6
Ginkgo biloba 7
",Public School,1755 Gilda Way,,San Jose,CA,95124,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
,,,,,,,,,,,,37.23777821,-121.9139476
06/04/1994,Lietz Elementary School,Hwy. 85,Public School,8,"Pistacia chinensis 8
",Public School,5300 Carter Ave,,San Jose,CA,95118,37.24208195,-121.9022484
,,,,,,,,,,,,37.24208195,-121.9022484
,,,,,,,,,,,,37.24208195,-121.9022484
,,,,,,,,,,,,37.24208195,-121.9022484
,,,,,,,,,,,,37.24208195,-121.9022484
,,,,,,,,,,,,37.24208195,-121.9022484
,,,,,,,,,,,,37.24208195,-121.9022484
,,,,,,,,,,,,37.24208195,-121.9022484
